Station,Period Start,Period End,Time of High Tide,Elevation (Meters) Above Datum,Tide Type,Duration (Hours)
8575512,1983-07-21 06:00,1983-07-21 09:00,1983-07-21 07:30,0.072,HH,3.0
8575512,1983-07-23 08:00,1983-07-23 10:00,1983-07-23 09:00,0.063,HH,2.0
8575512,1983-07-24 07:00,1983-07-24 16:00,1983-07-24 10:12,0.258,HH,9.0
8575512,1983-07-25 10:00,1983-07-25 12:00,1983-07-25 10:42,0.041,HH,2.0
8575512,1983-07-25 22:00,1983-07-26 00:00,1983-07-25 22:48,0.035,H,2.0
8575512,1983-07-26 08:00,1983-07-26 14:00,1983-07-26 11:00,0.200,HH,6.0
8575512,1983-07-27 10:00,1983-07-27 13:00,1983-07-27 11:42,0.081,HH,3.0
8575512,1983-07-28 10:00,1983-07-28 15:00,1983-07-28 12:24,0.124,HH,5.0
8575512,1983-07-28 23:00,1983-07-29 02:00,1983-07-29 00:36,0.044,H,3.0
8575512,1983-07-29 11:00,1983-07-29 15:00,1983-07-29 12:42,0.093,HH,4.0
8575512,1983-07-30 12:00,1983-07-30 14:00,1983-07-30 13:06,0.029,HH,2.0
8575512,1983-08-04 05:00,1983-08-04 07:00,1983-08-04 06:24,0.041,HH,2.0
8575512,1983-08-05 05:00,1983-08-05 08:00,1983-08-05 06:42,0.069,HH,3.0
8575512,1983-08-06 07:00,1983-08-06 09:00,1983-08-06 07:48,0.072,HH,2.0
8575512,1983-08-07 07:00,1983-08-07 11:00,1983-08-07 08:36,0.145,HH,4.0
8575512,1983-08-08 08:00,1983-08-08 11:00,1983-08-08 09:36,0.072,HH,3.0
8575512,1983-08-09 08:00,1983-08-09 12:00,1983-08-09 10:06,0.157,HH,4.0
8575512,1983-08-10 11:00,1983-08-10 11:00,1983-08-10 11:00,0.017,HH,0.0
8575512,1983-08-10 23:00,1983-08-11 00:00,1983-08-10 23:48,0.023,H,1.0
8575512,1983-08-11 09:00,1983-08-11 15:00,1983-08-11 12:06,0.194,HH,6.0
8575512,1983-08-11 22:00,1983-08-12 03:00,1983-08-12 00:54,0.142,HH,5.0
8575512,1983-08-12 11:00,1983-08-12 13:00,1983-08-12 12:48,0.053,H,2.0
8575512,1983-08-14 01:00,1983-08-14 07:00,1983-08-14 03:00,0.163,H,6.0
8575512,1983-08-14 10:00,1983-08-14 17:00,1983-08-14 13:36,0.209,HH,7.0
8575512,1983-08-15 00:00,1983-08-15 08:00,1983-08-15 03:30,0.242,HH,8.0
8575512,1983-08-15 11:00,1983-08-15 17:00,1983-08-15 14:42,0.154,H,6.0
8575512,1983-08-16 01:00,1983-08-16 08:00,1983-08-16 04:36,0.172,HH,7.0
8575512,1983-08-17 04:00,1983-08-17 08:00,1983-08-17 05:36,0.078,HH,4.0
8575512,1983-08-18 04:00,1983-08-18 11:00,1983-08-18 07:18,0.160,HH,7.0
8575512,1983-08-20 07:00,1983-08-20 11:00,1983-08-20 08:24,0.081,HH,4.0
8575512,1983-08-22 08:00,1983-08-22 12:00,1983-08-22 09:54,0.111,H,4.0
8575512,1983-08-22 19:00,1983-08-23 01:00,1983-08-22 21:36,0.130,HH,6.0
8575512,1983-08-23 10:00,1983-08-23 11:00,1983-08-23 10:12,0.020,HH,1.0
8575512,1983-08-24 08:00,1983-08-24 14:00,1983-08-24 10:42,0.154,HH,6.0
8575512,1983-08-24 21:00,1983-08-25 01:00,1983-08-24 23:00,0.084,H,4.0
8575512,1983-08-25 09:00,1983-08-25 13:00,1983-08-25 10:54,0.120,HH,4.0
8575512,1983-08-25 23:00,1983-08-26 01:00,1983-08-25 23:54,0.035,H,2.0
8575512,1983-08-26 10:00,1983-08-26 14:00,1983-08-26 11:48,0.096,HH,4.0
8575512,1983-08-27 00:00,1983-08-27 01:00,1983-08-27 00:36,0.023,H,1.0
8575512,1983-08-27 11:00,1983-08-27 14:00,1983-08-27 12:24,0.050,H,3.0
8575512,1983-08-28 00:00,1983-08-28 03:00,1983-08-28 01:12,0.060,HH,3.0
8575512,1983-08-28 11:00,1983-08-28 14:00,1983-08-28 12:30,0.063,HH,3.0
8575512,1983-08-30 02:00,1983-08-30 04:00,1983-08-30 02:18,0.047,HH,2.0
8575512,1983-08-30 13:00,1983-08-30 15:00,1983-08-30 13:54,0.041,H,2.0
8575512,1983-08-31 00:00,1983-08-31 08:00,1983-08-31 03:36,0.203,HH,8.0
8575512,1983-08-31 10:00,1983-08-31 16:00,1983-08-31 13:30,0.096,HH,6.0
8575512,1983-09-01 04:00,1983-09-01 06:00,1983-09-01 04:24,0.026,H,2.0
8575512,1983-09-02 04:00,1983-09-02 08:00,1983-09-02 05:30,0.081,HH,4.0
8575512,1983-09-03 04:00,1983-09-03 08:00,1983-09-03 06:06,0.102,HH,4.0
8575512,1983-09-04 05:00,1983-09-04 10:00,1983-09-04 07:12,0.130,HH,5.0
8575512,1983-09-05 07:00,1983-09-05 10:00,1983-09-05 08:12,0.081,HH,3.0
8575512,1983-09-06 08:00,1983-09-06 11:00,1983-09-06 09:06,0.090,HH,3.0
8575512,1983-09-06 21:00,1983-09-06 22:00,1983-09-06 21:12,0.026,H,1.0
8575512,1983-09-07 08:00,1983-09-07 12:00,1983-09-07 09:54,0.120,HH,4.0
8575512,1983-09-09 10:00,1983-09-09 13:00,1983-09-09 11:24,0.069,HH,3.0
8575512,1983-09-09 23:00,1983-09-10 01:00,1983-09-10 00:18,0.050,HH,2.0
8575512,1983-09-10 11:00,1983-09-10 13:00,1983-09-10 12:12,0.047,H,2.0
8575512,1983-09-11 01:00,1983-09-11 01:00,1983-09-11 01:00,0.002,HH,0.0
8575512,1983-09-13 02:00,1983-09-13 04:00,1983-09-13 02:18,0.078,HH,2.0
8575512,1983-09-15 05:00,1983-09-15 06:00,1983-09-15 05:54,0.011,H,1.0
8575512,1983-09-15 13:00,1983-09-15 19:00,1983-09-15 16:48,0.093,HH,6.0
8575512,1983-09-16 01:00,1983-09-16 19:00,1983-09-16 05:54,0.367,HH,18.0
8575512,1983-09-17 03:00,1983-09-17 11:00,1983-09-17 06:48,0.200,HH,8.0
8575512,1983-09-17 15:00,1983-09-17 21:00,1983-09-17 18:18,0.102,H,6.0
8575512,1983-09-18 04:00,1983-09-18 10:00,1983-09-18 06:54,0.139,HH,6.0
8575512,1983-09-19 07:00,1983-09-19 10:00,1983-09-19 08:42,0.072,HH,3.0
8575512,1983-09-20 09:00,1983-09-20 10:00,1983-09-20 09:00,0.020,HH,1.0
8575512,1983-09-21 07:00,1983-09-21 13:00,1983-09-21 09:48,0.175,H,6.0
8575512,1983-09-21 18:00,1983-09-22 01:00,1983-09-21 22:12,0.227,HH,7.0
8575512,1983-09-27 00:00,1983-09-27 02:00,1983-09-27 01:00,0.032,HH,2.0
8575512,1983-09-28 00:00,1983-09-28 04:00,1983-09-28 01:54,0.072,HH,4.0
8575512,1983-09-29 02:00,1983-09-29 05:00,1983-09-29 03:30,0.072,HH,3.0
8575512,1983-09-29 12:00,1983-09-29 16:00,1983-09-29 14:18,0.069,H,4.0
8575512,1983-09-30 00:00,1983-09-30 06:00,1983-09-30 02:00,0.117,HH,6.0
8575512,1983-09-30 23:00,1983-10-01 10:00,1983-10-01 04:36,0.373,HH,11.0
8575512,1983-10-02 05:00,1983-10-02 07:00,1983-10-02 06:00,0.050,HH,2.0
8575512,1983-10-03 04:00,1983-10-03 09:00,1983-10-03 06:36,0.124,HH,5.0
8575512,1983-10-04 06:00,1983-10-04 10:00,1983-10-04 08:12,0.117,HH,4.0
8575512,1983-10-04 19:00,1983-10-04 21:00,1983-10-04 20:30,0.056,H,2.0
8575512,1983-10-05 07:00,1983-10-05 11:00,1983-10-05 08:42,0.108,HH,4.0
8575512,1983-10-05 19:00,1983-10-05 23:00,1983-10-05 21:42,0.114,HH,4.0
8575512,1983-10-07 23:00,1983-10-08 00:00,1983-10-07 23:18,0.020,H,1.0
8575512,1983-10-08 10:00,1983-10-08 12:00,1983-10-08 11:00,0.066,HH,2.0
8575512,1983-10-08 22:00,1983-10-09 02:00,1983-10-08 23:48,0.117,HH,4.0
8575512,1983-10-09 11:00,1983-10-09 12:00,1983-10-09 11:42,0.017,H,1.0
8575512,1983-10-10 00:00,1983-10-10 02:00,1983-10-10 00:48,0.066,HH,2.0
8575512,1983-10-10 22:00,1983-10-11 07:00,1983-10-11 01:24,0.242,HH,9.0
8575512,1983-10-11 09:00,1983-10-11 18:00,1983-10-11 13:36,0.154,H,9.0
8575512,1983-10-11 20:00,1983-10-13 17:00,1983-10-12 01:48,0.437,HH,45.0
8575512,1983-10-14 00:00,1983-10-14 10:00,1983-10-14 04:54,0.297,HH,10.0
8575512,1983-10-17 05:00,1983-10-17 10:00,1983-10-17 07:18,0.142,HH,5.0
8575512,1983-10-17 16:00,1983-10-17 21:00,1983-10-17 19:06,0.102,H,5.0
8575512,1983-10-18 06:00,1983-10-18 10:00,1983-10-18 07:42,0.096,HH,4.0
8575512,1983-10-18 18:00,1983-10-18 21:00,1983-10-18 19:48,0.060,H,3.0
8575512,1983-10-19 07:00,1983-10-19 10:00,1983-10-19 08:30,0.053,HH,3.0
8575512,1983-10-20 18:00,1983-10-21 13:00,1983-10-21 09:00,0.239,H,19.0
8575512,1983-10-21 18:00,1983-10-22 03:00,1983-10-21 22:18,0.245,HH,9.0
8575512,1983-10-22 06:00,1983-10-22 13:00,1983-10-22 09:48,0.184,H,7.0
8575512,1983-10-22 19:00,1983-10-24 15:00,1983-10-23 23:00,0.569,HH,44.0
8575512,1983-10-24 22:00,1983-10-25 02:00,1983-10-24 23:24,0.084,H,4.0
8575512,1983-10-25 21:00,1983-10-26 17:00,1983-10-26 12:12,0.236,H,20.0
8575512,1983-10-26 20:00,1983-10-27 08:00,1983-10-27 00:54,0.355,HH,12.0
8575512,1983-10-29 00:00,1983-10-29 06:00,1983-10-29 03:48,0.148,HH,6.0
8575512,1983-11-03 19:00,1983-11-03 23:00,1983-11-03 20:54,0.151,HH,4.0
8575512,1983-11-05 21:00,1983-11-06 00:00,1983-11-05 22:30,0.099,HH,3.0
8575512,1983-11-07 22:00,1983-11-08 02:00,1983-11-07 23:54,0.105,HH,4.0
8575512,1983-11-10 22:00,1983-11-12 02:00,1983-11-11 02:30,0.306,HH,28.0
8575512,1983-11-15 04:00,1983-11-15 08:00,1983-11-15 06:06,0.060,HH,4.0
8575512,1983-11-15 15:00,1983-11-16 22:00,1983-11-16 05:42,0.523,HH,31.0
8575512,1983-11-17 05:00,1983-11-17 09:00,1983-11-17 07:18,0.120,H,4.0
8575512,1983-11-20 19:00,1983-11-21 03:00,1983-11-20 22:42,0.191,H,8.0
8575512,1983-11-21 05:00,1983-11-21 12:00,1983-11-21 09:12,0.209,HH,7.0
8575512,1983-11-21 21:00,1983-11-22 00:00,1983-11-21 22:54,0.087,HH,3.0
8575512,1983-11-24 00:00,1983-11-24 01:00,1983-11-24 00:36,0.026,H,1.0
8575512,1983-11-24 10:00,1983-11-24 15:00,1983-11-24 12:48,0.093,HH,5.0
8575512,1983-11-24 20:00,1983-11-25 06:00,1983-11-25 00:48,0.352,HH,10.0
8575512,1983-11-29 02:00,1983-11-29 09:00,1983-11-29 05:36,0.191,HH,7.0
8575512,1983-11-29 14:00,1983-11-29 20:00,1983-11-29 17:30,0.157,H,6.0
8575512,1983-11-30 05:00,1983-11-30 06:00,1983-11-30 05:42,0.008,H,1.0
8575512,1983-11-30 18:00,1983-11-30 20:00,1983-11-30 18:48,0.060,HH,2.0
8575512,1983-12-03 08:00,1983-12-03 09:00,1983-12-03 08:24,0.011,HH,1.0
8575512,1983-12-04 18:00,1983-12-05 02:00,1983-12-04 21:30,0.291,HH,8.0
8575512,1983-12-05 19:00,1983-12-06 14:00,1983-12-05 23:12,0.285,HH,19.0
8575512,1983-12-06 18:00,1983-12-07 05:00,1983-12-06 23:18,0.441,HH,11.0
8575512,1983-12-12 02:00,1983-12-12 06:00,1983-12-12 03:18,0.050,HH,4.0
8575512,1983-12-12 11:00,1983-12-13 10:00,1983-12-13 02:12,0.520,HH,23.0
8575512,1983-12-14 15:00,1983-12-14 22:00,1983-12-14 18:18,0.157,HH,7.0
8575512,1983-12-15 04:00,1983-12-15 06:00,1983-12-15 04:48,0.023,H,2.0
8575512,1983-12-15 18:00,1983-12-15 20:00,1983-12-15 19:00,0.038,HH,2.0
8575512,1983-12-21 23:00,1983-12-22 01:00,1983-12-21 23:48,0.069,H,2.0
8575512,1983-12-22 10:00,1983-12-22 14:00,1983-12-22 12:00,0.117,HH,4.0
8575512,1983-12-22 19:00,1983-12-23 04:00,1983-12-22 23:18,0.328,HH,9.0
8575512,1984-01-02 21:00,1984-01-02 23:00,1984-01-02 22:06,0.063,HH,2.0
8575512,1984-01-03 21:00,1984-01-04 01:00,1984-01-03 23:00,0.114,HH,4.0
8575512,1984-01-04 10:00,1984-01-04 11:00,1984-01-04 10:24,0.011,H,1.0
8575512,1984-01-04 21:00,1984-01-05 01:00,1984-01-04 23:06,0.108,HH,4.0
8575512,1984-01-06 11:00,1984-01-06 14:00,1984-01-06 12:30,0.069,H,3.0
8575512,1984-01-06 21:00,1984-01-07 03:00,1984-01-07 00:00,0.166,HH,6.0
8575512,1984-01-16 20:00,1984-01-16 21:00,1984-01-16 20:42,0.020,HH,1.0
8575512,1984-01-17 20:00,1984-01-17 23:00,1984-01-17 21:24,0.114,HH,3.0
8575512,1984-01-29 19:00,1984-01-29 22:00,1984-01-29 20:12,0.087,HH,3.0
8575512,1984-01-30 19:00,1984-01-30 22:00,1984-01-30 20:54,0.078,HH,3.0
8575512,1984-02-03 23:00,1984-02-04 01:00,1984-02-03 23:54,0.038,HH,2.0
8575512,1984-02-14 17:00,1984-02-15 01:00,1984-02-14 20:30,0.328,HH,8.0
8575512,1984-02-15 05:00,1984-02-15 07:00,1984-02-15 06:42,0.017,H,2.0
8575512,1984-02-15 21:00,1984-02-15 23:00,1984-02-15 21:18,0.050,HH,2.0
8575512,1984-02-16 22:00,1984-02-16 23:00,1984-02-16 22:00,0.032,HH,1.0
8575512,1984-02-17 21:00,1984-02-18 01:00,1984-02-17 22:54,0.117,HH,4.0
8575512,1984-02-18 10:00,1984-02-18 12:00,1984-02-18 11:06,0.063,H,2.0
8575512,1984-02-18 22:00,1984-02-19 02:00,1984-02-18 23:36,0.130,HH,4.0
8575512,1984-02-19 11:00,1984-02-19 13:00,1984-02-19 11:42,0.066,H,2.0
8575512,1984-02-19 22:00,1984-02-20 03:00,1984-02-20 01:00,0.139,HH,5.0
8575512,1984-02-20 10:00,1984-02-20 14:00,1984-02-20 12:12,0.127,H,4.0
8575512,1984-02-21 12:00,1984-02-21 15:00,1984-02-21 13:36,0.069,HH,3.0
8575512,1984-02-25 15:00,1984-02-25 19:00,1984-02-25 17:30,0.142,HH,4.0
8575512,1984-02-28 08:00,1984-02-28 12:00,1984-02-28 10:00,0.081,H,4.0
8575512,1984-02-28 16:00,1984-02-29 10:00,1984-02-28 20:24,0.291,HH,18.0
8575512,1984-03-09 00:00,1984-03-09 04:00,1984-03-09 01:42,0.127,HH,4.0
8575512,1984-03-11 11:00,1984-03-11 19:00,1984-03-11 15:30,0.218,HH,8.0
8575512,1984-03-16 20:00,1984-03-16 23:00,1984-03-16 21:36,0.078,HH,3.0
8575512,1984-03-18 21:00,1984-03-19 01:00,1984-03-18 23:06,0.105,H,4.0
8575512,1984-03-19 08:00,1984-03-19 15:00,1984-03-19 11:24,0.224,HH,7.0
8575512,1984-03-19 21:00,1984-03-20 02:00,1984-03-19 23:42,0.169,HH,5.0
8575512,1984-03-20 10:00,1984-03-20 15:00,1984-03-20 12:18,0.163,H,5.0
8575512,1984-03-21 10:00,1984-03-22 05:00,1984-03-22 00:54,0.416,HH,19.0
8575512,1984-03-22 11:00,1984-03-22 18:00,1984-03-22 14:36,0.200,H,7.0
8575512,1984-03-27 06:00,1984-03-27 09:00,1984-03-27 07:42,0.050,H,3.0
8575512,1984-03-27 16:00,1984-03-27 21:00,1984-03-27 18:30,0.099,HH,5.0
8575512,1984-03-28 18:00,1984-03-29 01:00,1984-03-28 20:30,0.114,HH,7.0
8575512,1984-03-29 03:00,1984-03-29 12:00,1984-03-29 09:24,0.294,HH,9.0
8575512,1984-03-29 17:00,1984-03-29 22:00,1984-03-29 19:12,0.075,H,5.0
8575512,1984-03-31 08:00,1984-03-31 11:00,1984-03-31 09:30,0.078,HH,3.0
8575512,1984-04-01 08:00,1984-04-01 13:00,1984-04-01 10:18,0.163,HH,5.0
8575512,1984-04-01 21:00,1984-04-01 23:00,1984-04-01 22:00,0.032,H,2.0
8575512,1984-04-02 09:00,1984-04-02 12:00,1984-04-02 10:48,0.075,HH,3.0
8575512,1984-04-03 10:00,1984-04-03 12:00,1984-04-03 11:18,0.050,HH,2.0
8575512,1984-04-04 11:00,1984-04-04 13:00,1984-04-04 12:00,0.066,HH,2.0
8575512,1984-04-05 00:00,1984-04-05 01:00,1984-04-05 00:42,0.014,H,1.0
8575512,1984-04-05 06:00,1984-04-05 19:00,1984-04-05 11:42,0.492,HH,13.0
8575512,1984-04-05 23:00,1984-04-06 03:00,1984-04-06 00:42,0.093,H,4.0
8575512,1984-04-06 09:00,1984-04-06 17:00,1984-04-06 13:06,0.261,HH,8.0
8575512,1984-04-07 01:00,1984-04-07 02:00,1984-04-07 01:18,0.008,H,1.0
8575512,1984-04-07 12:00,1984-04-07 16:00,1984-04-07 13:36,0.124,HH,4.0
8575512,1984-04-09 15:00,1984-04-09 16:00,1984-04-09 15:18,0.011,HH,1.0
8575512,1984-04-10 13:00,1984-04-10 21:00,1984-04-10 16:54,0.215,HH,8.0
8575512,1984-04-11 03:00,1984-04-11 07:00,1984-04-11 05:18,0.114,H,4.0
8575512,1984-04-11 16:00,1984-04-11 21:00,1984-04-11 18:24,0.160,H,5.0
8575512,1984-04-12 04:00,1984-04-12 10:00,1984-04-12 06:42,0.200,HH,6.0
8575512,1984-04-12 16:00,1984-04-12 23:00,1984-04-12 19:00,0.206,H,7.0
8575512,1984-04-13 05:00,1984-04-13 11:00,1984-04-13 07:48,0.221,HH,6.0
8575512,1984-04-13 17:00,1984-04-14 00:00,1984-04-13 20:06,0.261,H,7.0
8575512,1984-04-14 04:00,1984-04-14 12:00,1984-04-14 08:48,0.291,HH,8.0
8575512,1984-04-14 19:00,1984-04-14 23:00,1984-04-14 20:42,0.133,H,4.0
8575512,1984-04-15 07:00,1984-04-15 13:00,1984-04-15 09:36,0.239,HH,6.0
8575512,1984-04-15 18:00,1984-04-16 01:00,1984-04-15 21:48,0.245,H,7.0
8575512,1984-04-16 06:00,1984-04-16 15:00,1984-04-16 10:18,0.395,HH,9.0
8575512,1984-04-16 19:00,1984-04-17 02:00,1984-04-16 22:24,0.276,H,7.0
8575512,1984-04-17 07:00,1984-04-17 16:00,1984-04-17 11:18,0.352,HH,9.0
8575512,1984-04-17 20:00,1984-04-18 02:00,1984-04-17 23:24,0.163,H,6.0
8575512,1984-04-18 09:00,1984-04-18 15:00,1984-04-18 12:06,0.200,HH,6.0
8575512,1984-04-19 11:00,1984-04-19 14:00,1984-04-19 12:30,0.099,HH,3.0
8575512,1984-04-20 12:00,1984-04-20 16:00,1984-04-20 13:42,0.133,HH,4.0
8575512,1984-04-23 02:00,1984-04-23 06:00,1984-04-23 04:24,0.078,H,4.0
8575512,1984-04-23 12:00,1984-04-23 22:00,1984-04-23 16:30,0.245,HH,10.0
8575512,1984-04-24 02:00,1984-04-24 07:00,1984-04-24 04:36,0.078,H,5.0
8575512,1984-04-24 14:00,1984-04-24 20:00,1984-04-24 17:18,0.142,HH,6.0
8575512,1984-04-27 06:00,1984-04-27 10:00,1984-04-27 08:06,0.078,H,4.0
8575512,1984-04-27 17:00,1984-04-27 22:00,1984-04-27 19:48,0.124,HH,5.0
8575512,1984-04-28 05:00,1984-04-28 12:00,1984-04-28 08:36,0.197,HH,7.0
8575512,1984-04-28 17:00,1984-04-28 22:00,1984-04-28 20:18,0.124,H,5.0
8575512,1984-04-29 07:00,1984-04-29 11:00,1984-04-29 08:48,0.133,HH,4.0
8575512,1984-04-30 08:00,1984-04-30 12:00,1984-04-30 09:42,0.142,H,4.0
8575512,1984-04-30 19:00,1984-05-01 00:00,1984-04-30 21:42,0.148,HH,5.0
8575512,1984-05-01 07:00,1984-05-01 11:00,1984-05-01 09:30,0.087,HH,4.0
8575512,1984-05-03 11:00,1984-05-03 12:00,1984-05-03 11:36,0.026,HH,1.0
8575512,1984-05-04 09:00,1984-05-04 17:00,1984-05-04 12:24,0.331,HH,8.0
8575512,1984-05-08 15:00,1984-05-08 19:00,1984-05-08 16:18,0.090,HH,4.0
8575512,1984-05-11 18:00,1984-05-11 21:00,1984-05-11 19:00,0.050,H,3.0
8575512,1984-05-12 04:00,1984-05-12 11:00,1984-05-12 07:24,0.239,HH,7.0
8575512,1984-05-12 18:00,1984-05-12 20:00,1984-05-12 19:06,0.026,HH,2.0
8575512,1984-05-14 07:00,1984-05-14 11:00,1984-05-14 09:00,0.148,HH,4.0
8575512,1984-05-18 11:00,1984-05-18 14:00,1984-05-18 12:24,0.078,HH,3.0
8575512,1984-05-19 12:00,1984-05-19 16:00,1984-05-19 13:36,0.099,HH,4.0
8575512,1984-05-20 13:00,1984-05-20 15:00,1984-05-20 14:12,0.060,HH,2.0
8575512,1984-05-22 15:00,1984-05-22 17:00,1984-05-22 16:06,0.035,HH,2.0
8575512,1984-05-29 07:00,1984-05-29 13:00,1984-05-29 09:36,0.191,HH,6.0
8575512,1984-05-29 19:00,1984-05-29 22:00,1984-05-29 20:42,0.044,H,3.0
8575512,1984-06-01 10:00,1984-06-01 13:00,1984-06-01 11:36,0.108,HH,3.0
8575512,1984-06-03 12:00,1984-06-03 15:00,1984-06-03 13:06,0.087,HH,3.0
8575512,1984-06-04 00:00,1984-06-04 01:00,1984-06-04 00:42,0.011,H,1.0
8575512,1984-06-04 13:00,1984-06-04 14:00,1984-06-04 13:42,0.035,HH,1.0
8575512,1984-06-05 14:00,1984-06-05 15:00,1984-06-05 14:42,0.020,HH,1.0
8575512,1984-06-06 14:00,1984-06-06 17:00,1984-06-06 15:42,0.084,HH,3.0
8575512,1984-06-09 06:00,1984-06-09 07:00,1984-06-09 06:24,0.017,HH,1.0
8575512,1984-06-12 09:00,1984-06-12 10:00,1984-06-12 09:06,0.029,HH,1.0
8575512,1984-06-13 09:00,1984-06-13 11:00,1984-06-13 10:12,0.053,HH,2.0
8575512,1984-06-16 11:00,1984-06-16 14:00,1984-06-16 12:18,0.081,HH,3.0
8575512,1984-06-17 11:00,1984-06-17 15:00,1984-06-17 12:54,0.117,HH,4.0
8575512,1984-06-18 13:00,1984-06-18 15:00,1984-06-18 13:54,0.029,HH,2.0
8575512,1984-06-19 13:00,1984-06-19 16:00,1984-06-19 14:24,0.050,HH,3.0
8575512,1984-06-23 03:00,1984-06-23 09:00,1984-06-23 05:54,0.148,HH,6.0
8575512,1984-06-23 15:00,1984-06-23 18:00,1984-06-23 17:00,0.041,H,3.0
8575512,1984-06-24 03:00,1984-06-24 20:00,1984-06-24 06:48,0.230,HH,17.0
8575512,1984-06-25 02:00,1984-06-25 11:00,1984-06-25 06:42,0.303,HH,9.0
8575512,1984-06-27 07:00,1984-06-27 13:00,1984-06-27 09:18,0.157,HH,6.0
8575512,1984-06-27 18:00,1984-06-27 22:00,1984-06-27 20:42,0.078,H,4.0
8575512,1984-06-28 06:00,1984-06-28 14:00,1984-06-28 09:48,0.279,HH,8.0
8575512,1984-06-30 10:00,1984-06-30 13:00,1984-06-30 11:36,0.108,HH,3.0
8575512,1984-07-01 11:00,1984-07-01 15:00,1984-07-01 12:48,0.160,HH,4.0
8575512,1984-07-05 14:00,1984-07-05 17:00,1984-07-05 15:06,0.072,HH,3.0
8575512,1984-07-10 07:00,1984-07-10 11:00,1984-07-10 08:30,0.127,HH,4.0
8575512,1984-07-11 09:00,1984-07-11 10:00,1984-07-11 09:06,0.029,HH,1.0
8575512,1984-07-12 08:00,1984-07-12 12:00,1984-07-12 10:06,0.105,HH,4.0
8575512,1984-07-13 10:00,1984-07-13 11:00,1984-07-13 10:30,0.041,HH,1.0
8575512,1984-07-15 11:00,1984-07-15 13:00,1984-07-15 11:54,0.035,HH,2.0
8575512,1984-07-16 12:00,1984-07-16 14:00,1984-07-16 12:42,0.050,HH,2.0
8575512,1984-07-18 11:00,1984-07-18 16:00,1984-07-18 13:36,0.151,HH,5.0
8575512,1984-07-21 03:00,1984-07-21 05:00,1984-07-21 04:18,0.035,HH,2.0
8575512,1984-07-22 03:00,1984-07-22 07:00,1984-07-22 05:12,0.093,HH,4.0
8575512,1984-07-23 05:00,1984-07-23 07:00,1984-07-23 05:54,0.020,HH,2.0
8575512,1984-07-27 06:00,1984-07-27 13:00,1984-07-27 09:06,0.255,HH,7.0
8575512,1984-07-27 19:00,1984-07-27 20:00,1984-07-27 19:42,0.020,H,1.0
8575512,1984-07-29 09:00,1984-07-29 12:00,1984-07-29 10:42,0.099,HH,3.0
8575512,1984-07-30 10:00,1984-07-30 12:00,1984-07-30 11:12,0.053,HH,2.0
8575512,1984-07-31 12:00,1984-07-31 13:00,1984-07-31 12:12,0.035,HH,1.0
8575512,1984-08-01 12:00,1984-08-01 14:00,1984-08-01 13:18,0.063,HH,2.0
8575512,1984-08-02 01:00,1984-08-02 02:00,1984-08-02 01:30,0.017,H,1.0
8575512,1984-08-04 03:00,1984-08-04 05:00,1984-08-04 03:42,0.072,HH,2.0
8575512,1984-08-05 05:00,1984-08-05 06:00,1984-08-05 05:12,0.029,HH,1.0
8575512,1984-08-07 06:00,1984-08-07 09:00,1984-08-07 07:00,0.084,HH,3.0
8575512,1984-08-08 07:00,1984-08-08 10:00,1984-08-08 08:00,0.066,HH,3.0
8575512,1984-08-09 07:00,1984-08-09 11:00,1984-08-09 08:54,0.087,HH,4.0
8575512,1984-08-09 20:00,1984-08-09 21:00,1984-08-09 20:42,0.017,H,1.0
8575512,1984-08-10 06:00,1984-08-10 13:00,1984-08-10 09:18,0.227,HH,7.0
8575512,1984-08-10 20:00,1984-08-10 22:00,1984-08-10 21:12,0.044,H,2.0
8575512,1984-08-11 08:00,1984-08-11 13:00,1984-08-11 10:18,0.191,HH,5.0
8575512,1984-08-11 21:00,1984-08-12 00:00,1984-08-11 22:24,0.072,H,3.0
8575512,1984-08-12 08:00,1984-08-12 14:00,1984-08-12 10:42,0.203,HH,6.0
8575512,1984-08-12 21:00,1984-08-13 00:00,1984-08-12 22:36,0.081,H,3.0
8575512,1984-08-13 09:00,1984-08-13 14:00,1984-08-13 11:18,0.145,HH,5.0
8575512,1984-08-13 22:00,1984-08-14 01:00,1984-08-13 23:36,0.084,H,3.0
8575512,1984-08-14 09:00,1984-08-14 15:00,1984-08-14 11:54,0.157,HH,6.0
8575512,1984-08-14 23:00,1984-08-15 01:00,1984-08-15 00:18,0.060,H,2.0
8575512,1984-08-15 11:00,1984-08-15 13:00,1984-08-15 12:06,0.066,HH,2.0
8575512,1984-08-19 01:00,1984-08-19 06:00,1984-08-19 03:30,0.114,HH,5.0
8575512,1984-08-19 12:00,1984-08-19 17:00,1984-08-19 14:42,0.105,H,5.0
8575512,1984-08-20 01:00,1984-08-20 06:00,1984-08-20 03:18,0.105,HH,5.0
8575512,1984-08-22 04:00,1984-08-22 09:00,1984-08-22 06:06,0.096,HH,5.0
8575512,1984-08-23 04:00,1984-08-23 10:00,1984-08-23 07:00,0.124,HH,6.0
8575512,1984-08-26 08:00,1984-08-26 12:00,1984-08-26 09:48,0.124,HH,4.0
8575512,1984-08-26 20:00,1984-08-26 22:00,1984-08-26 21:18,0.056,H,2.0
8575512,1984-08-27 08:00,1984-08-27 12:00,1984-08-27 10:18,0.130,HH,4.0
